tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,class
TA-00077,S-0066,05-04-12,5,0,Yes,3,35.3043294403054,Y
TA-00077,S-0066,05-04-12,5,0,Yes,6,23.1578595950435,A
TA-00077,S-0066,05-04-12,5,0,Yes,9,18.792808933748,Y
TA-00077,S-0066,05-04-12,5,0,Yes,12,16.2472248960901,C
TA-00078,S-0066,01-06-13,0,0,Yes,1,21.6054706409308,D
TA-00078,S-0066,01-06-13,0,0,Yes,2,12.040751601075,E
TA-00078,S-0066,01-06-13,0,0,Yes,5,6.30136376535001,F
TA-00078,S-0066,01-06-13,0,0,Yes,10,4.38730713375583,G
TA-00078,S-0066,01-06-13,0,0,Yes,25,3.24109880204537,H
TA-00078,S-0066,01-06-13,0,0,Yes,50,2.92394406948471,I
TA-00078,S-0066,01-06-13,0,0,Yes,100,2.78205905754967,J
TA-00078,S-0066,01-06-13,0,0,Yes,250,2.69859728582318,K
TA-00080,S-0066,11-08-13,0,0,Yes,1,21.5387012235496,L
TA-00080,S-0066,11-08-13,0,0,Yes,2,11.9739821836938,M
TA-00080,S-0066,11-08-13,0,0,Yes,5,6.23459434796882,N
TA-00080,S-0066,11-08-13,0,0,Yes,10,4.32053771637464,O
TA-00080,S-0066,11-08-13,0,0,Yes,25,3.17432938466418,P
TA-00080,S-0066,11-08-13,0,0,Yes,50,2.85717465210351,Q
TA-00080,S-0066,11-08-13,0,0,Yes,100,2.71807169922603,R
TA-00080,S-0066,11-08-13,0,0,Yes,250,2.63182786844199,S
TA-00082,S-0066,11-08-13,0,0,Yes,1,21.4914062195712,T
TA-00082,S-0066,11-08-13,0,0,Yes,2,11.9266871797154,U
TA-00082,S-0066,11-08-13,0,0,Yes,5,6.18729934399047,V
TA-00082,S-0066,11-08-13,0,0,Yes,10,4.2732427123963,W
TA-00082,S-0066,11-08-13,0,0,Yes,25,3.12703438068583,X
TA-00082,S-0066,11-08-13,0,0,Yes,50,2.80987964812517,Y
TA-00082,S-0066,11-08-13,0,0,Yes,100,2.66799463619014,A
TA-00082,S-0066,11-08-13,0,0,Yes,250,2.58453286446365,Y
TA-00083,S-0066,01-06-13,0,0,Yes,1,21.4914062195712,C
TA-00083,S-0066,01-06-13,0,0,Yes,2,11.9266871797154,D
TA-00083,S-0066,01-06-13,0,0,Yes,5,6.18729934399047,E
TA-00083,S-0066,01-06-13,0,0,Yes,10,4.2732427123963,F
TA-00083,S-0066,01-06-13,0,0,Yes,25,3.12703438068583,G
TA-00083,S-0066,01-06-13,0,0,Yes,50,2.80987964812517,H
TA-00083,S-0066,01-06-13,0,0,Yes,100,2.66799463619014,I
TA-00083,S-0066,01-06-13,0,0,Yes,250,2.58453286446365,J
TA-00084,S-0066,11-08-13,0,0,Yes,1,21.5971244637581,K
TA-00084,S-0066,11-08-13,0,0,Yes,2,12.0324054239023,Z
TA-00084,S-0066,11-08-13,0,0,Yes,5,6.29301758817736,M
TA-00084,S-0066,11-08-13,0,0,Yes,10,4.37896095658319,N
TA-00084,S-0066,11-08-13,0,0,Yes,25,3.23275262487272,O
TA-00084,S-0066,11-08-13,0,0,Yes,50,2.91559789231206,P
TA-00084,S-0066,11-08-13,0,0,Yes,100,2.77371288037702,Q
TA-00084,S-0066,11-08-13,0,0,Yes,250,2.69025110865053,R
TA-00085,S-0066,01-06-13,0,0,Yes,1,21.5637397550675,S
TA-00085,S-0066,01-06-13,0,0,Yes,2,11.9990207152117,T
TA-00085,S-0066,01-06-13,0,0,Yes,5,6.25963287948677,U
TA-00085,S-0066,01-06-13,0,0,Yes,10,4.34557624789259,V
TA-00085,S-0066,01-06-13,0,0,Yes,25,3.19936791618212,W
TA-00085,S-0066,01-06-13,0,0,Yes,50,2.88221318362146,X
TA-00085,S-0066,01-06-13,0,0,Yes,100,2.74311023074398,Y
TA-00085,S-0066,01-06-13,0,0,Yes,250,2.65686639995994,A
TA-00086,S-0066,11-08-13,0,0,Yes,1,21.1909438413559,Y
TA-00086,S-0066,11-08-13,0,0,Yes,2,11.6262248015001,C
TA-00086,S-0066,11-08-13,0,0,Yes,5,5.88683696577511,D
TA-00086,S-0066,11-08-13,0,0,Yes,10,3.97556239323848,E
TA-00086,S-0066,11-08-13,0,0,Yes,25,2.82657200247047,F
TA-00086,S-0066,11-08-13,0,0,Yes,50,2.51219932896735,G
TA-00086,S-0066,11-08-13,0,0,Yes,100,2.37031431703232,H
TA-00086,S-0066,11-08-13,0,0,Yes,250,2.28685254530583,I
TA-00087,S-0066,01-06-13,0,0,Yes,1,21.2159823728738,J
TA-00087,S-0066,01-06-13,0,0,Yes,2,11.651263333018,K
TA-00087,S-0066,01-06-13,0,0,Yes,5,5.91187549729306,L
TA-00087,S-0066,01-06-13,0,0,Yes,10,4.00060092475643,M
TA-00087,S-0066,01-06-13,0,0,Yes,25,2.85161053398842,N
TA-00087,S-0066,01-06-13,0,0,Yes,50,2.5372378604853,O
TA-00087,S-0066,01-06-13,0,0,Yes,100,2.39535284855027,P
TA-00087,S-0066,01-06-13,0,0,Yes,250,2.30910901776623,Q
TA-00088,S-0013,01-05-11,8,8,No,8,7.56163651842001,R
TA-00091,S-0066,01-06-13,0,0,Yes,1,21.5387012235496,S
TA-00091,S-0066,01-06-13,0,0,Yes,2,11.9739821836938,T
TA-00091,S-0066,01-06-13,0,0,Yes,5,6.23459434796882,U
TA-00091,S-0066,01-06-13,0,0,Yes,10,4.32053771637464,V
TA-00091,S-0066,01-06-13,0,0,Yes,25,3.17432938466418,W
TA-00091,S-0066,01-06-13,0,0,Yes,50,2.85717465210351,X
TA-00091,S-0066,01-06-13,0,0,Yes,100,2.71807169922603,Y
TA-00091,S-0066,01-06-13,0,0,Yes,250,2.63182786844199,A
TA-00092,S-0066,01-06-13,0,0,Yes,1,21.5720859322402,Y
TA-00092,S-0066,01-06-13,0,0,Yes,2,12.0073668923844,C
TA-00092,S-0066,01-06-13,0,0,Yes,5,6.26797905665941,D
TA-00092,S-0066,01-06-13,0,0,Yes,10,4.35392242506524,E
TA-00092,S-0066,01-06-13,0,0,Yes,25,3.20771409335477,F
TA-00092,S-0066,01-06-13,0,0,Yes,50,2.89055936079411,G
TA-00092,S-0066,01-06-13,0,0,Yes,100,2.75145640791663,H
TA-00092,S-0066,01-06-13,0,0,Yes,250,2.66521257713259,I
TA-00093,S-0066,01-06-13,0,0,Yes,1,21.5971244637581,J
TA-00093,S-0066,01-06-13,0,0,Yes,2,12.0324054239023,K
TA-00093,S-0066,01-06-13,0,0,Yes,5,6.29301758817736,L
TA-00093,S-0066,01-06-13,0,0,Yes,10,4.37896095658319,M
TA-00093,S-0066,01-06-13,0,0,Yes,25,3.23275262487272,N
TA-00093,S-0066,01-06-13,0,0,Yes,50,2.91559789231206,O
TA-00093,S-0066,01-06-13,0,0,Yes,100,2.77371288037702,P
TA-00093,S-0066,01-06-13,0,0,Yes,250,2.69025110865053,Q
TA-00096,S-0066,01-06-13,0,0,Yes,1,21.3801238572692,R
TA-00096,S-0066,01-06-13,0,0,Yes,2,11.8154048174135,S
TA-00096,S-0066,01-06-13,0,0,Yes,5,6.07879904074604,T
TA-00096,S-0066,01-06-13,0,0,Yes,10,4.16474240915186,U
TA-00096,S-0066,01-06-13,0,0,Yes,25,3.0185340774414,V
TA-00096,S-0066,01-06-13,0,0,Yes,50,2.70137934488073,W
TA-00096,S-0066,01-06-13,0,0,Yes,100,2.5594943329457,X
TA-00096,S-0066,01-06-13,0,0,Yes,250,2.47603256121921,Y
TA-00099,S-0066,01-10-13,0,0,Yes,1,27.3420764175982,A
TA-00099,S-0066,01-10-13,0,0,Yes,2,17.1513940897937,Y
TA-00099,S-0066,01-10-13,0,0,Yes,5,11.0364282812996,C
TA-00099,S-0066,01-10-13,0,0,Yes,10,8.99996105117319,D
TA-00099,S-0066,01-10-13,0,0,Yes,25,7.77585506585134,E
TA-00099,S-0066,01-10-13,0,0,Yes,50,7.43644386083028,F
TA-00099,S-0066,01-10-13,0,0,Yes,100,7.2806485536075,G
TA-00099,S-0066,01-10-13,0,0,Yes,250,7.18884060470836,H
TA-00101,S-0014,01-05-05,5,1,No,1,7.09425059675167,I
TA-00104,S-0041,07-02-13,1,0,Yes,1,29.487043950969,J
TA-00104,S-0041,07-02-13,1,0,Yes,6,7.93165037307412,K
TA-00104,S-0041,07-02-13,1,0,Yes,20,3.95330592077809,L
TA-00105,S-0066,26-01-12,2,0,Yes,2,107.83817318874,M
TA-00105,S-0066,26-01-12,2,0,Yes,4,61.9648013888039,N
TA-00105,S-0066,26-01-12,2,0,Yes,6,46.427001552389,O
TA-00105,S-0066,26-01-12,2,0,Yes,8,38.840326502451,P
TA-00105,S-0066,26-01-12,2,0,Yes,10,34.2888778842997,Q
TA-00107,S-0072,11-07-12,5,0,Yes,2,23.5584760993306,R
TA-00107,S-0072,11-07-12,5,0,Yes,4,20.6150576164431,S
TA-00107,S-0072,11-07-12,5,0,Yes,6,18.8456680558415,T
TA-00107,S-0072,11-07-12,5,0,Yes,8,17.668857074498,U
TA-00108,S-0066,01-10-13,0,0,Yes,1,31.2369590981677,V
TA-00108,S-0066,01-10-13,0,0,Yes,2,21.0462767703633,W
TA-00108,S-0066,01-10-13,0,0,Yes,5,14.9340930209266,X
TA-00108,S-0066,01-10-13,0,0,Yes,10,12.8948437317427,Y
TA-00108,S-0066,01-10-13,0,0,Yes,25,11.6735198054784,A
TA-00108,S-0066,01-10-13,0,0,Yes,50,11.3313265413998,Y
TA-00108,S-0066,01-10-13,0,0,Yes,100,11.1783132932346,C
TA-00108,S-0066,01-10-13,0,0,Yes,250,11.0865053443354,D
TA-00114,S-0072,26-08-02,791,10,Yes,1,1.30756775704835,E
TA-00114,S-0072,10-06-14,150,1,Yes,1,5.63923370965319,F
TA-00117,S-0041,07-02-13,1,0,Yes,1,24.9912365139687,G
TA-00117,S-0041,07-02-13,1,0,Yes,6,5.26921985499908,H
TA-00117,S-0041,07-02-13,1,0,Yes,20,1.62750454866656,I
TA-00119,S-0066,01-07-13,0,0,Yes,1,21.6555477039667,J
TA-00119,S-0066,01-07-13,0,0,Yes,2,12.0908286641109,K
TA-00119,S-0066,01-07-13,0,0,Yes,5,6.3514408283859,L
TA-00119,S-0066,01-07-13,0,0,Yes,10,4.44016625584928,M
TA-00119,S-0066,01-07-13,0,0,Yes,25,3.29117586508126,N
TA-00119,S-0066,01-07-13,0,0,Yes,50,2.97680319157815,O
TA-00119,S-0066,01-07-13,0,0,Yes,100,2.83491817964312,P
TA-00119,S-0066,01-07-13,0,0,Yes,250,2.74867434885908,Q
TA-00120,S-0066,01-07-13,0,0,Yes,1,21.4663676880533,R
TA-00120,S-0066,01-07-13,0,0,Yes,2,11.9016486481975,S
TA-00120,S-0066,01-07-13,0,0,Yes,5,6.16504287153008,T
TA-00120,S-0066,01-07-13,0,0,Yes,10,4.2509862399359,U
TA-00120,S-0066,01-07-13,0,0,Yes,25,3.10199584916789,V
TA-00120,S-0066,01-07-13,0,0,Yes,50,2.78762317566477,W
TA-00120,S-0066,01-07-13,0,0,Yes,100,2.64573816372974,X
TA-00120,S-0066,01-07-13,0,0,Yes,250,2.56227639200325,Y
TA-00121,S-0066,01-07-13,0,0,Yes,1,21.4663676880533,A
TA-00121,S-0066,01-07-13,0,0,Yes,2,11.9016486481975,Y
TA-00121,S-0066,01-07-13,0,0,Yes,5,6.16504287153008,C
TA-00121,S-0066,01-07-13,0,0,Yes,10,4.2509862399359,D
TA-00121,S-0066,01-07-13,0,0,Yes,25,3.10199584916789,E
TA-00121,S-0066,01-07-13,0,0,Yes,50,2.78762317566477,F
TA-00121,S-0066,01-07-13,0,0,Yes,100,2.64573816372974,G
TA-00121,S-0066,01-07-13,0,0,Yes,250,2.56227639200325,H
TA-00123,S-0066,01-09-13,0,0,Yes,1,28.5244515170568,I
TA-00123,S-0066,01-09-13,0,0,Yes,2,16.6645337547225,J
TA-00123,S-0066,01-09-13,0,0,Yes,5,9.54802668551048,K
TA-00123,S-0066,01-09-13,0,0,Yes,10,7.17771236847816,L
TA-00123,S-0066,01-09-13,0,0,Yes,25,5.75329813101272,M
TA-00123,S-0066,01-09-13,0,0,Yes,50,5.34433544955292,N
TA-00123,S-0066,01-09-13,0,0,Yes,100,5.15793749269709,O
TA-00123,S-0066,01-09-13,0,0,Yes,250,5.04665513039511,P
TA-00125,S-0066,01-10-13,0,0,Yes,1,28.5717465210351,Q
TA-00125,S-0066,01-10-13,0,0,Yes,2,16.7118287587009,R
TA-00125,S-0066,01-10-13,0,0,Yes,5,9.59532168948882,S
TA-00125,S-0066,01-10-13,0,0,Yes,10,7.22222531339895,T
TA-00125,S-0066,01-10-13,0,0,Yes,25,5.80059313499107,U
TA-00125,S-0066,01-10-13,0,0,Yes,50,5.39163045353127,V
TA-00125,S-0066,01-10-13,0,0,Yes,100,5.20523249667544,W
TA-00125,S-0066,01-10-13,0,0,Yes,250,5.09395013437345,X
TA-00128,S-0064,06-02-12,1,0,Yes,5,25.3362118371049,Y
TA-00128,S-0064,06-02-12,1,0,Yes,10,15.7937492697095,A
TA-00128,S-0064,06-02-12,1,0,Yes,15,12.6138557669302,Y
TA-00128,S-0064,06-02-12,1,0,Yes,20,11.0225179860118,C
TA-00130,S-0054,10-04-01,0,0,Yes,1,14.1551164848127,D
TA-00130,S-0054,10-04-01,0,0,Yes,2,9.16688459462618,E
TA-00130,S-0054,10-04-01,0,0,Yes,3,7.45870033329067,F
TA-00130,S-0054,10-04-01,0,0,Yes,5,6.14556845812723,G
TA-00130,S-0054,10-04-01,0,0,Yes,10,5.1301169021216,H
TA-00130,S-0054,10-04-01,0,0,Yes,20,4.62656421270511,I
TA-00132,S-0066,01-10-13,0,0,Yes,1,28.2351173750716,J
TA-00132,S-0066,01-10-13,0,0,Yes,2,16.3751996127374,K
TA-00132,S-0066,01-10-13,0,0,Yes,5,9.25869254352531,L
TA-00132,S-0066,01-10-13,0,0,Yes,10,6.88837822649299,M
TA-00132,S-0066,01-10-13,0,0,Yes,25,5.46396398902756,N
TA-00132,S-0066,01-10-13,0,0,Yes,50,5.05778336662531,O
TA-00132,S-0066,01-10-13,0,0,Yes,100,4.86860335071193,P
TA-00132,S-0066,01-10-13,0,0,Yes,250,4.75732098840994,Q
TA-00140,S-0066,12-05-11,100,1,Yes,1,3.47479176287954,Z
TA-00140,S-0066,01-08-11,3223,1,Yes,1,1.64697896206941,S
TA-00140,S-0087,10-07-09,1384,10,Yes,1,2.35640402174457,T
TA-00141,S-0064,12-11-11,18,0,Yes,10,22.2147415745341,U
TA-00141,S-0064,12-11-11,18,0,Yes,15,18.008268279519,V
TA-00141,S-0064,12-11-11,18,0,Yes,20,15.9050316320115,W
TA-00141,S-0064,12-11-11,18,0,Yes,25,14.6419768198839,X
TA-00141,S-0064,12-11-11,18,0,Yes,30,13.8017949845039,Y
TA-00144,S-0066,03-03-09,4,0,Yes,1,259.85544421137,A
TA-00144,S-0066,03-03-09,4,0,Yes,2,141.612370147393,Y
TA-00144,S-0066,03-03-09,4,0,Yes,3,102.198939479087,C
TA-00145,S-0066,01-06-13,0,0,Yes,1,21.9921768499302,D
TA-00145,S-0066,01-06-13,0,0,Yes,2,12.4274578100744,E
TA-00145,S-0066,01-06-13,0,0,Yes,5,6.68806997434941,F
TA-00145,S-0066,01-06-13,0,0,Yes,10,4.77679540181279,G
TA-00145,S-0066,01-06-13,0,0,Yes,25,3.62780501104477,H
TA-00145,S-0066,01-06-13,0,0,Yes,50,3.31343233754166,I
TA-00145,S-0066,01-06-13,0,0,Yes,100,3.17154732560663,J
TA-00145,S-0066,01-06-13,0,0,Yes,250,3.08530349482259,K
TA-00147,S-0066,01-06-13,0,0,Yes,1,22.067292444484,L
TA-00147,S-0066,01-06-13,0,0,Yes,2,12.5025734046282,M
TA-00147,S-0066,01-06-13,0,0,Yes,5,6.76318556890326,N
TA-00147,S-0066,01-06-13,0,0,Yes,10,4.84912893730908,O
TA-00147,S-0066,01-06-13,0,0,Yes,25,3.70292060559862,P
TA-00147,S-0066,01-06-13,0,0,Yes,50,3.38576587303795,Q
TA-00147,S-0066,01-06-13,0,0,Yes,100,3.24666292016047,R
TA-00147,S-0066,01-06-13,0,0,Yes,250,3.16041908937643,S
TA-00148,S-0066,11-08-13,0,0,Yes,1,21.8280353655347,T
TA-00148,S-0066,11-08-13,0,0,Yes,2,12.263316325679,U
TA-00148,S-0066,11-08-13,0,0,Yes,5,6.52392848995398,V
TA-00148,S-0066,11-08-13,0,0,Yes,10,4.61265391741736,W
TA-00148,S-0066,11-08-13,0,0,Yes,25,3.46366352664934,X
TA-00148,S-0066,11-08-13,0,0,Yes,50,3.14929085314623,Y
TA-00148,S-0066,11-08-13,0,0,Yes,100,3.0074058412112,A
TA-00148,S-0066,11-08-13,0,0,Yes,250,2.92394406948471,Y
TA-00149,S-0066,11-08-13,0,0,Yes,1,21.7612659481535,C
TA-00149,S-0066,11-08-13,0,0,Yes,2,12.1965469082978,D
TA-00149,S-0066,11-08-13,0,0,Yes,5,6.45715907257279,E
TA-00149,S-0066,11-08-13,0,0,Yes,10,4.54588450003617,F
TA-00149,S-0066,11-08-13,0,0,Yes,25,3.39689410926815,G
TA-00149,S-0066,11-08-13,0,0,Yes,50,3.08252143576504,H
TA-00149,S-0066,11-08-13,0,0,Yes,100,2.94063642383,I
TA-00149,S-0066,11-08-13,0,0,Yes,250,2.85717465210351,J
TA-00150,S-0066,11-08-13,0,0,Yes,1,21.8280353655347,K
TA-00150,S-0066,11-08-13,0,0,Yes,2,12.263316325679,L
TA-00150,S-0066,11-08-13,0,0,Yes,5,6.52392848995398,M
TA-00150,S-0066,11-08-13,0,0,Yes,10,4.61265391741736,N
TA-00150,S-0066,11-08-13,0,0,Yes,25,3.46366352664934,O
TA-00150,S-0066,11-08-13,0,0,Yes,50,3.14929085314623,P
TA-00150,S-0066,11-08-13,0,0,Yes,100,3.0074058412112,Q
TA-00150,S-0066,11-08-13,0,0,Yes,250,2.92394406948471,R
TA-00153,S-0066,01-07-13,0,0,Yes,1,21.4747138652259,S
TA-00153,S-0066,01-07-13,0,0,Yes,2,11.9099948253702,T
TA-00153,S-0066,01-07-13,0,0,Yes,5,6.17338904870273,U
TA-00153,S-0066,01-07-13,0,0,Yes,10,4.25933241710855,V
TA-00153,S-0066,01-07-13,0,0,Yes,25,3.11034202634053,W
TA-00153,S-0066,01-07-13,0,0,Yes,50,2.79596935283742,X
TA-00153,S-0066,01-07-13,0,0,Yes,100,2.65408434090239,Y
